instance,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints,Choices-1,Conflicts/Choices-1,Avg_Conflict_Levels-1,Avg_LBD_Levels-1,Learnt_from_Conflict-1,Learnt_from_Loop-1,Frac_Learnt_from_Conflict-1,Frac_Learnt_from_Loop-1,Literals_in_Conflict_Nogoods-1,Literals_in_Loop_Nogoods-1,Frac_Literals_in_Conflict_Nogoods-1,Frac_Literals_in_Loop_Nogoods-1,Removed_Nogoods-1,Learnt_Binary-1,Learnt_Ternary-1,Learnt_Others-1,Frac_Removed_Nogood-1,Frac_Learnt_Binary-1,Frac_Learnt_Ternary-1,Frac_Learnt_Others-1,Skipped_Levels_while_Backjumping-1,Avg_Skipped_Levels_while_Backjumping-1,Longest_Backjumping-1,Running_Avg_Conflictlevel-1,Running_Avg_LBD-1
instances/asp/data/potassco-suite/SchurCompetition/20.3.schur.lp,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21890,524,21366,18158,0.8295,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1005,174,147,684,0.1731,0.1463,0.6806,2409,15537,212,0.1327,0.8557,0.0117,676,0.7589,12.499,8.0955,513,0,1.0,0.0,8640,0,1.0,0.0,0,0,4,509,0.0,0.0,0.0078,0.9922,667,1.3002,6,11.05,7.66
instances/asp/data/potassco-suite/SchurCompetition/20.15.schur.lp,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21890,523,21367,18050,0.8246,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1003,174,149,680,0.1735,0.1486,0.678,2413,15425,212,0.1337,0.8546,0.0117,644,0.795,9.502,7.5371,512,0,1.0,0.0,9130,0,1.0,0.0,0,0,1,511,0.0,0.0,0.002,0.998,640,1.25,8,8.51,7.31
instances/asp/data/potassco-suite/SchurCompetition/20.6.schur.lp,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21893,525,21368,17877,0.8166,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1010,174,136,700,0.1723,0.1347,0.6931,2397,15268,212,0.1341,0.8541,0.0119,665,0.7699,9.4277,7.2363,512,0,1.0,0.0,8448,0,1.0,0.0,0,0,1,511,0.0,0.0,0.002,0.998,660,1.2891,7,8.55,7.24
instances/asp/data/potassco-suite/SchurCompetition/15.8.schur.lp,1,0.005,0.9985,0.0019,0.003,0.0076,0.9935,1,21915,559,21356,19032,0.8684,43096,1711,0,0,85315,85055,130,130,0,0.997,0.0015,0.0015,0.0,950,164,167,619,0.1726,0.1758,0.6516,1920,16888,224,0.1009,0.8873,0.0118,705,0.7277,18.4561,10.4522,513,0,1.0,0.0,13320,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,688,1.3411,9,19.04,11.15
instances/asp/data/potassco-suite/SchurCompetition/20.5.schur.lp,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21882,520,21362,17927,0.8193,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1021,174,147,700,0.1704,0.144,0.6856,2376,15339,212,0.1325,0.8556,0.0118,657,0.7823,8.3463,6.5331,514,0,1.0,0.0,8523,0,1.0,0.0,0,0,2,512,0.0,0.0,0.0039,0.9961,652,1.2685,6,6.9,6.22
instances/asp/data/potassco-suite/SchurCompetition/20.2.schur.lp,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21890,524,21366,17808,0.8135,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1010,174,142,694,0.1723,0.1406,0.6871,2398,15199,211,0.1347,0.8535,0.0118,646,0.7957,9.3794,7.6167,514,0,1.0,0.0,9048,0,1.0,0.0,0,0,2,512,0.0,0.0,0.0039,0.9961,642,1.249,5,7.22,6.42
instances/asp/data/potassco-suite/SchurCompetition/20.1.schur.lp,1,0.0051,0.9985,0.0021,0.003,0.0076,0.9934,1,21889,521,21368,18035,0.8239,43096,1716,0,0,85325,85065,130,130,0,0.997,0.0015,0.0015,0.0,1010,174,144,692,0.1723,0.1426,0.6851,2393,15431,211,0.1327,0.8556,0.0117,633,0.8088,6.1133,4.8184,512,0,1.0,0.0,6328,0,1.0,0.0,0,3,9,500,0.0,0.0059,0.0176,0.9766,628,1.2266,7,4.38,3.65
instances/asp/data/potassco-suite/SchurNumbers/15.13.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1066,0.9703,1,21947,558,21389,14312,0.6521,21734,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1504,279,130,1095,0.1855,0.0864,0.7281,1832,12250,230,0.128,0.8559,0.0161,660,0.7773,14.1462,9.9435,513,0,1.0,0.0,10195,0,1.0,0.0,0,0,1,512,0.0,0.0,0.0019,0.9981,647,1.2612,5,15.39,10.86
instances/asp/data/potassco-suite/SchurNumbers/15.14.schur.sm,1,0.0127,0.9948,0.0127,0.0028,0.1059,0.9703,1,21940,559,21381,14293,0.6515,21727,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1504,279,130,1095,0.1855,0.0864,0.7281,1813,12250,230,0.1268,0.8571,0.0161,643,0.7978,18.0331,12.7778,513,0,1.0,0.0,13196,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,626,1.2203,6,20.1,14.41
instances/asp/data/potassco-suite/SchurNumbers/15.16.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1066,0.9703,1,21942,557,21385,14311,0.6522,21730,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1506,279,130,1097,0.1853,0.0863,0.7284,1831,12250,230,0.1279,0.856,0.0161,621,0.8261,12.232,9.0585,513,0,1.0,0.0,11390,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,608,1.1852,4,12.95,9.77
instances/asp/data/potassco-suite/SchurNumbers/15.4.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1066,0.9703,1,21946,561,21385,14307,0.6519,21733,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1504,279,130,1095,0.1855,0.0864,0.7281,1827,12250,230,0.1277,0.8562,0.0161,625,0.8192,14.7246,10.3848,512,0,1.0,0.0,10858,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,611,1.1934,8,16.17,10.6
instances/asp/data/potassco-suite/SchurNumbers/15.3.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1064,0.9703,1,21939,560,21379,14305,0.652,21725,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1502,279,130,1093,0.1858,0.0866,0.7277,1825,12250,230,0.1276,0.8563,0.0161,637,0.8038,14.5781,10.3965,512,0,1.0,0.0,11929,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,626,1.2227,5,13.24,10.56
instances/asp/data/potassco-suite/SchurNumbers/15.10.schur.sm,1,0.0127,0.9948,0.0127,0.0026,0.1062,0.9703,1,21943,559,21384,14306,0.652,21730,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1504,279,130,1095,0.1855,0.0864,0.7281,1826,12250,230,0.1276,0.8563,0.0161,609,0.8424,16.3665,11.2339,513,0,1.0,0.0,11254,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,599,1.1676,4,14.57,11.05
instances/asp/data/potassco-suite/SchurNumbers/15.5.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1064,0.9703,1,21943,558,21385,14304,0.6519,21728,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1500,279,130,1091,0.186,0.0867,0.7273,1824,12250,230,0.1275,0.8564,0.0161,714,0.7185,15.9981,10.1969,513,0,1.0,0.0,11463,0,1.0,0.0,0,0,1,512,0.0,0.0,0.0019,0.9981,702,1.3684,12,14.35,9.37
instances/asp/data/potassco-suite/SchurNumbers/15.19.schur.sm,1,0.0127,0.9948,0.0127,0.0024,0.1068,0.9703,1,21945,558,21387,14315,0.6523,21734,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1508,279,130,1099,0.185,0.0862,0.7288,1835,12250,230,0.1282,0.8557,0.0161,619,0.8271,12.9375,9.6016,512,0,1.0,0.0,10490,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,608,1.1875,6,11.91,9.49
instances/asp/data/potassco-suite/SchurNumbers/15.8.schur.sm,1,0.0127,0.9948,0.0127,0.0037,0.1041,0.9703,1,21915,559,21356,14273,0.6513,21694,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1488,279,130,1079,0.1875,0.0874,0.7251,1793,12250,230,0.1256,0.8583,0.0161,653,0.7841,15.377,9.3301,512,0,1.0,0.0,11781,0,1.0,0.0,0,1,4,507,0.0,0.002,0.0078,0.9902,640,1.25,6,14.68,10.05
instances/asp/data/potassco-suite/SchurNumbers/15.1.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1066,0.9703,1,21941,558,21383,14309,0.6522,21729,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1506,279,130,1097,0.1853,0.0863,0.7284,1829,12250,230,0.1278,0.8561,0.0161,615,0.8341,13.0234,9.54,513,0,1.0,0.0,11180,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,602,1.1735,4,12.84,9.61
instances/asp/data/potassco-suite/SchurNumbers/15.6.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1064,0.9703,1,21944,559,21385,14309,0.6521,21732,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1506,279,130,1097,0.1853,0.0863,0.7284,1829,12250,230,0.1278,0.8561,0.0161,612,0.8366,14.502,11.0098,512,0,1.0,0.0,11992,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,601,1.1738,5,12.97,10.52
instances/asp/data/potassco-suite/SchurNumbers/15.20.schur.sm,1,0.0127,0.9948,0.0127,0.0025,0.1066,0.9703,1,21945,557,21388,14304,0.6518,21730,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1500,279,130,1091,0.186,0.0867,0.7273,1824,12250,230,0.1275,0.8564,0.0161,636,0.805,13.0723,9.5254,512,0,1.0,0.0,9649,0,1.0,0.0,0,1,0,511,0.0,0.002,0.0,0.998,621,1.2129,7,13.16,9.76
instances/asp/data/potassco-suite/SchurNumbers/15.17.schur.sm,1,0.0127,0.9948,0.0127,0.0028,0.1059,0.9703,1,21939,559,21380,14304,0.652,21725,1161,0,0,22025,21650,245,130,0,0.983,0.0111,0.0059,0.0,1502,279,130,1093,0.1858,0.0866,0.7277,1824,12250,230,0.1275,0.8564,0.0161,671,0.763,15.0527,10.5938,512,0,1.0,0.0,12116,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,657,1.2832,9,14.69,11.18
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w7_g3_s3.dlv.dat.lp.lp,1,0.1384,0.9381,0.0147,0.1834,0.6031,0.1834,1,1402,1197,205,3480,2.4822,1255,1026,0,0,1358,1088,186,84,0,0.8012,0.137,0.0619,0.0,448,19,84,345,0.0424,0.1875,0.7701,2268,819,393,0.6517,0.2353,0.1129,683,0.7496,29.3145,9.4004,512,0,1.0,0.0,6845,0,1.0,0.0,351,0,0,512,0.6855,0.0,0.0,1.0,661,1.291,5,25.46,9.75
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w5_g3_s6.dlv.dat.lp.lp,1,0.0678,0.97,0.0077,0.1528,0.6824,0.1528,1,3694,3330,364,10308,2.7905,3364,2452,0,0,3495,2946,444,105,0,0.8429,0.127,0.03,0.0,780,26,105,649,0.0333,0.1346,0.8321,6885,2385,1038,0.6679,0.2314,0.1007,783,0.6539,27.8945,9.7051,512,0,1.0,0.0,7276,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,761,1.4863,14,24.54,10.72
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w6_g3_s3.dlv.dat.lp.lp,1,0.1371,0.9394,0.016,0.1892,0.5904,0.1892,1,1207,1026,181,2988,2.4756,1099,893,0,0,1189,946,171,72,0,0.7956,0.1438,0.0606,0.0,398,18,72,308,0.0452,0.1809,0.7739,1944,702,342,0.6506,0.2349,0.1145,669,0.7668,24.9766,9.5536,513,0,1.0,0.0,7455,0,1.0,0.0,303,0,2,511,0.5906,0.0,0.0039,0.9961,651,1.269,5,21.72,9.57
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w2_g3_s2.dlv.dat.lp.lp,1,0.1818,0.9318,0.0455,0.2727,0.5227,0.2727,1,208,156,52,441,2.1202,235,193,0,0,264,222,24,18,0,0.8409,0.0909,0.0682,0.0,126,11,18,97,0.0873,0.1429,0.7698,285,102,54,0.6463,0.2313,0.1224,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w4_g5_s4.dlv.dat.lp.lp,1,0.0448,0.9805,0.0058,0.117,0.7407,0.117,1,5351,4960,391,16350,3.0555,5001,2631,0,0,5130,4510,520,100,0,0.8791,0.1014,0.0195,0.0,840,29,100,711,0.0345,0.119,0.8464,11400,3800,1150,0.6972,0.2324,0.0703,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w3_g4_s6.dlv.dat.lp.lp,1,0.0407,0.9829,0.0065,0.1513,0.6737,0.1513,1,4873,4428,445,14520,2.9797,4801,2793,0,0,4916,4160,672,84,0,0.8462,0.1367,0.0171,0.0,952,31,84,837,0.0326,0.0882,0.8792,9936,3312,1272,0.6843,0.2281,0.0876,923,0.5547,73.3613,14.0234,512,0,1.0,0.0,12181,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,853,1.666,23,71.58,16.74
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w8_g4_s6.dlv.dat.lp.lp,1,0.0435,0.9799,0.0033,0.0919,0.7927,0.0919,1,12533,11808,725,38260,3.0527,10881,6438,0,0,11141,10085,832,224,0,0.9052,0.0747,0.0201,0.0,1522,36,224,1262,0.0237,0.1472,0.8292,26496,8832,2932,0.6925,0.2308,0.0766,1047,0.489,42.6895,10.3555,512,0,1.0,0.0,8596,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,1007,1.9668,40,42.12,11.61
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w5_g3_s3.dlv.dat.lp.lp,1,0.1353,0.9412,0.0176,0.1971,0.5735,0.1971,1,1012,855,157,2496,2.4664,943,760,0,0,1020,804,156,60,0,0.7882,0.1529,0.0588,0.0,348,17,60,271,0.0489,0.1724,0.7787,1620,585,291,0.649,0.2344,0.1166,671,0.7645,24.8324,9.6452,513,0,1.0,0.0,7150,0,1.0,0.0,253,0,2,511,0.4932,0.0,0.0039,0.9961,651,1.269,6,22.39,9.7
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w2_g6_s3.dlv.dat.lp.lp,1,0.0447,0.9826,0.0098,0.1527,0.7852,0.1527,1,2608,2358,250,7899,3.0288,2677,1312,0,0,2751,2643,60,48,0,0.9607,0.0218,0.0174,0.0,552,26,48,478,0.0471,0.087,0.8659,5661,1836,402,0.7167,0.2324,0.0509,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w5_g4_s4.dlv.dat.lp.lp,1,0.0657,0.9709,0.0076,0.1326,0.6981,0.1326,1,3641,3320,321,10520,2.8893,3313,2083,0,0,3438,2962,376,100,0,0.8615,0.1094,0.0291,0.0,692,25,100,567,0.0361,0.1445,0.8194,7200,2400,920,0.6844,0.2281,0.0875,701,0.7318,73.1579,15.8928,513,0,1.0,0.0,20169,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,632,1.232,6,71.45,18.26
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w6_g3_s4.dlv.dat.lp.lp,1,0.1037,0.9538,0.0113,0.1663,0.6468,0.1663,1,2047,1800,247,5394,2.6351,1837,1427,0,0,1948,1606,252,90,0,0.8244,0.1294,0.0462,0.0,536,21,90,425,0.0392,0.1679,0.7929,3564,1260,570,0.6607,0.2336,0.1057,664,0.7726,24.9786,9.5634,513,0,1.0,0.0,7480,0,1.0,0.0,0,0,1,512,0.0,0.0,0.0019,0.9981,645,1.2573,5,21.73,9.62
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w5_g2_s3.dlv.dat.lp.lp,1,0.2156,0.9083,0.0321,0.3349,0.4817,0.2661,1,381,285,96,770,2.021,383,371,0,0,436,340,56,40,0,0.7798,0.1284,0.0917,0.0,218,13,40,165,0.0596,0.1835,0.7569,510,225,35,0.6623,0.2922,0.0455,66,0.7273,4.6667,3.2083,48,0,1.0,0.0,207,0,1.0,0.0,0,2,3,43,0.0,0.0417,0.0625,0.8958,66,1.375,5,2.24,1.54
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w5_g2_s4.dlv.dat.lp.lp,1,0.1721,0.9258,0.0237,0.3027,0.5341,0.2433,1,629,500,129,1388,2.2067,609,581,0,0,674,540,84,50,0,0.8012,0.1246,0.0742,0.0,288,15,50,223,0.0521,0.1736,0.7743,920,420,48,0.6628,0.3026,0.0346,66,0.7273,4.6667,3.2083,48,0,1.0,0.0,207,0,1.0,0.0,0,2,3,43,0.0,0.0417,0.0625,0.8958,66,1.375,5,2.24,1.54
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w7_g6_s4.dlv.dat.lp.lp,1,0.0331,0.9848,0.0027,0.072,0.8381,0.072,1,15229,14532,697,48996,3.2173,13585,6075,0,0,13832,12794,828,210,0,0.925,0.0599,0.0152,0.0,1468,37,210,1221,0.0252,0.1431,0.8317,34776,11592,2628,0.7098,0.2366,0.0536,731,0.7031,113.3444,18.4105,514,0,1.0,0.0,18317,0,1.0,0.0,0,0,0,514,0.0,0.0,0.0,1.0,588,1.144,5,137.98,19.09
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w3_g5_s2.dlv.dat.lp.lp,1,0.0974,0.9598,0.017,0.1698,0.6032,0.1698,1,1096,960,136,2970,2.7099,1056,660,0,0,1119,914,160,45,0,0.8168,0.143,0.0402,0.0,308,18,45,245,0.0584,0.1461,0.7955,2025,675,270,0.6818,0.2273,0.0909,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w6_g4_s5.dlv.dat.lp.lp,1,0.0522,0.9764,0.0051,0.1126,0.7462,0.1126,1,6659,6180,479,19858,2.9821,5937,3600,0,0,6111,5399,568,144,0,0.8835,0.0929,0.0236,0.0,1018,30,144,844,0.0295,0.1415,0.8291,13680,4560,1618,0.6889,0.2296,0.0815,1013,0.5054,84.1875,10.3125,512,0,1.0,0.0,8276,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,930,1.8164,37,83.52,11.75
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w8_g5_s2.dlv.dat.lp.lp,1,0.1006,0.9543,0.0091,0.1296,0.686,0.1296,1,2846,2560,286,7845,2.7565,2481,1565,0,0,2624,2244,260,120,0,0.8552,0.0991,0.0457,0.0,618,23,120,475,0.0372,0.1942,0.7686,5400,1800,645,0.6883,0.2294,0.0822,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w3_g2_s5.dlv.dat.lp.lp,1,0.1321,0.9459,0.024,0.3033,0.4955,0.2583,1,583,465,118,1332,2.2847,615,549,0,0,666,518,112,36,0,0.7778,0.1682,0.0541,0.0,266,15,36,215,0.0564,0.1353,0.8083,870,405,57,0.6532,0.3041,0.0428,101,0.9307,4.0745,3.2766,94,0,1.0,0.0,443,0,1.0,0.0,0,4,6,84,0.0,0.0426,0.0638,0.8936,101,1.0745,2,3.83,3.08
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w8_g5_s5.dlv.dat.lp.lp,1,0.0358,0.9834,0.0027,0.0763,0.8282,0.0763,1,16181,15400,781,51180,3.163,14211,7145,0,0,14489,13344,905,240,0,0.921,0.0625,0.0166,0.0,1638,38,240,1360,0.0232,0.1465,0.8303,36000,12000,3180,0.7034,0.2345,0.0621,699,0.7339,129.2554,14.4288,513,0,1.0,0.0,22712,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,576,1.1228,3,127.07,16.4
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w3_g5_s6.dlv.dat.lp.lp,1,0.028,0.9882,0.0044,0.1249,0.7341,0.1249,1,8926,8280,646,28050,3.1425,8746,4300,0,0,8889,7764,1020,105,0,0.8734,0.1147,0.0118,0.0,1368,38,105,1225,0.0278,0.0768,0.8955,19575,6525,1950,0.6979,0.2326,0.0695,1826,0.2809,109.0331,12.7368,513,0,1.0,0.0,10349,0,1.0,0.0,0,0,0,513,0.0,0.0,0.0,1.0,1719,3.3509,65,110.43,13.89
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w3_g3_s4.dlv.dat.lp.lp,1,0.0968,0.96,0.0169,0.2078,0.5595,0.2078,1,1057,900,157,2730,2.5828,1063,794,0,0,1126,883,198,45,0,0.7842,0.1758,0.04,0.0,350,18,45,287,0.0514,0.1286,0.82,1782,630,318,0.6527,0.2308,0.1165,811,0.6313,27.4102,7.8672,512,0,1.0,0.0,5616,0,1.0,0.0,265,0,0,512,0.5176,0.0,0.0,1.0,789,1.541,9,24.78,7.42
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w8_g6_s2.dlv.dat.lp.lp,1,0.0749,0.9657,0.0064,0.1028,0.7537,0.1028,1,4627,4272,355,13554,2.9293,4033,2188,0,0,4203,3723,336,144,0,0.8858,0.0799,0.0343,0.0,762,26,144,592,0.0341,0.189,0.7769,9504,3168,882,0.7012,0.2337,0.0651,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w3_g3_s2.dlv.dat.lp.lp,1,0.1887,0.9239,0.0366,0.2535,0.431,0.2535,1,304,234,70,654,2.1513,316,266,0,0,355,256,72,27,0,0.7211,0.2028,0.0761,0.0,164,12,27,125,0.0732,0.1646,0.7622,405,153,96,0.6193,0.2339,0.1468,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w7_g4_s2.dlv.dat.lp.lp,1,0.1391,0.9379,0.0148,0.1716,0.5799,0.1716,1,1401,1204,197,3528,2.5182,1249,925,0,0,1352,1092,176,84,0,0.8077,0.1302,0.0621,0.0,432,19,84,329,0.044,0.1944,0.7616,2352,784,392,0.6667,0.2222,0.1111,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w2_g2_s6.dlv.dat.lp.lp,1,0.103,0.9605,0.024,0.3159,0.6432,0.2821,1,567,444,123,1310,2.3104,665,554,0,0,709,673,8,28,0,0.9492,0.0113,0.0395,0.0,278,16,28,234,0.0576,0.1007,0.8417,906,396,8,0.6916,0.3023,0.0061,77,0.7792,3.55,2.8333,60,0,1.0,0.0,242,0,1.0,0.0,0,4,5,51,0.0,0.0667,0.0833,0.85,77,1.2833,5,2.13,1.7
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w4_g5_s3.dlv.dat.lp.lp,1,0.0622,0.9731,0.0084,0.1294,0.7059,0.1294,1,3086,2820,266,9085,2.9439,2871,1611,0,0,2975,2570,325,80,0,0.8639,0.1092,0.0269,0.0,580,24,80,476,0.0414,0.1379,0.8207,6300,2100,685,0.6935,0.2312,0.0754,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w2_g4_s2.dlv.dat.lp.lp,1,0.1294,0.9507,0.0308,0.23,0.5914,0.23,1,421,344,77,1028,2.4418,449,320,0,0,487,431,32,24,0,0.885,0.0657,0.0493,0.0,182,14,24,144,0.0769,0.1319,0.7912,700,224,104,0.6809,0.2179,0.1012,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512,-512
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w4_g5_s6.dlv.dat.lp.lp,1,0.0285,0.9875,0.0036,0.105,0.774,0.105,1,11756,11040,716,37255,3.169,11061,5421,0,0,11240,10040,1060,140,0,0.8932,0.0943,0.0125,0.0,1510,39,140,1331,0.0258,0.0927,0.8815,26100,8700,2455,0.7006,0.2335,0.0659,2383,0.2149,62.291,9.5508,512,0,1.0,0.0,8558,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,2315,4.5215,79,74.98,15.55
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w4_g2_s6.dlv.dat.lp.lp,1,0.1175,0.9498,0.017,0.2726,0.5596,0.2296,1,1067,888,179,2554,2.3936,1041,948,0,0,1115,899,160,56,0,0.8063,0.1435,0.0502,0.0,394,18,56,320,0.0457,0.1421,0.8122,1680,792,82,0.6578,0.3101,0.0321,62,0.7258,4.5111,3.3556,45,0,1.0,0.0,202,0,1.0,0.0,0,2,2,41,0.0,0.0444,0.0444,0.9111,62,1.3778,4,2.03,1.51
instances/asp/data/potassco-suite/SocialGolfer/csp010-SocialGolfer_w8_g4_s5.dlv.dat.lp.lp,1,0.053,0.9756,0.0042,0.0996,0.7723,0.0996,1,8815,8240,575,26414,2.9965,7649,4658,0,0,7873,7057,624,192,0,0.8964,0.0793,0.0244,0.0,1214,32,192,990,0.0264,0.1582,0.8155,18240,6080,2094,0.6905,0.2302,0.0793,1015,0.5044,86.1875,10.3125,512,0,1.0,0.0,8276,0,1.0,0.0,0,0,0,512,0.0,0.0,0.0,1.0,930,1.8164,37,85.52,11.75
